Orientation Sensor Raw Data Test

Current Temperature: 28 C

Calibration status values: 0=uncalibrated, 3=fully calibrated
time	eul_z	eul_y	eul_x	linA_x	linA_y	linA_z	cal_sys	cal_gyr	cal_acc	cal_mag
1161	0.00	0.00	0.00	0.00	0.00	0.00	
135	0.00	0.00	0.00	0.00	0.00	0.00	
107	0.00	0.00	0.00	0.00	0.00	0.00	
108	0.00	0.00	0.00	0.00	0.00	0.00	
107	0.00	0.00	0.00	0.00	0.00	0.00	
108	0.00	0.00	0.00	0.00	0.00	0.00	
107	0.00	0.00	0.00	0.00	0.00	0.00	
108	0.00	0.00	0.00	0.00	0.00	0.00	
107	0.00	0.00	0.00	0.00	0.00	0.00	
108	0.00	0.00	0.00	0.00	0.00	0.00	
107	0.00	0.00	0.00	0.00	0.00	0.00	
108	0.00	0.00	0.00	0.00	0.00	0.00	
107	0.00	0.00	0.00	0.00	0.00	0.00	
108	0.00	0.00	0.00	0.00	0.00	0.00	
107	0.00	0.00	0.00	6.09	-7.90	-13.49	
110	312.06	30.56	-20.50	7.38	-9.23	-20.49	
111	292.06	55.81	0.25	-4.01	2.43	-7.53	
111	296.31	63.75	-4.38	-10.53	5.22	1.13	
110	321.75	34.75	-24.44	-4.96	-3.95	-3.97	
107	334.94	1.12	-20.69	6.42	-10.49	-19.76	
108	344.13	-4.50	-6.81	10.89	-6.29	-23.77	
109	346.56	-7.69	-1.56	9.55	-1.35	-19.63	
110	347.88	-7.00	2.06	8.88	-0.13	-19.00	
111	347.56	-5.06	4.06	7.69	0.60	-17.72	
108	346.88	-4.25	4.63	7.25	0.76	-18.02	
109	346.38	-3.31	3.94	8.57	0.48	-21.68	
109	345.69	13.44	1.25	6.27	1.96	-22.64	
108	347.69	36.19	-5.69	-1.17	-1.09	-14.15	
109	351.38	53.00	1.81	-5.43	-9.52	-3.93	
110	339.81	38.00	60.75	2.98	-7.15	5.97	
107	297.13	-21.12	89.25	23.92	16.15	4.26	
108	272.13	-38.94	110.81	26.77	26.94	-1.34	
109	268.31	-33.25	119.50	16.39	18.88	3.33	
108	283.50	-22.00	121.44	13.87	15.97	6.89	
111	322.63	-9.25	93.75	10.22	12.86	6.27	
111	325.19	-35.88	46.19	11.31	6.28	-0.45	
108	323.13	-55.38	8.25	22.39	-2.50	-15.28	
109	307.81	-21.12	-12.56	31.60	-8.74	-21.69	
110	292.50	38.13	2.25	17.29	-5.69	-8.57	
109	289.19	62.38	27.44	-4.73	-0.01	1.50	
110	295.69	65.62	59.44	-11.47	-0.84	3.50	
107	305.63	55.69	64.56	-10.37	-1.19	3.02	
108	301.31	25.00	70.87	-1.68	0.81	-0.41	
109	255.25	-34.88	117.94	24.61	3.69	6.87	
108	179.88	-53.50	-179.50	40.89	13.40	15.34	
111	201.25	-44.50	160.81	28.92	20.53	17.96	
109	308.31	-2.88	108.31	19.99	19.90	18.97	
108	350.00	33.75	57.19	12.21	15.32	7.95	
107	359.25	34.56	9.94	4.77	1.23	-6.46	
110	347.69	28.19	-4.00	5.30	-14.50	-12.58	
109	320.13	25.56	18.50	1.86	-0.38	-14.99	
108	311.75	24.81	29.31	-3.80	17.18	-20.76	
107	310.69	39.50	27.56	-7.72	10.71	-20.76	
108	320.88	57.13	39.13	-10.23	3.51	-9.27	
109	337.19	45.63	47.25	-7.31	-0.82	-0.17	
111	323.75	-5.50	48.81	10.20	-2.79	-0.95	
110	275.38	-69.50	46.94	31.92	-2.35	-6.88	
109	244.81	-73.12	17.19	36.38	-4.75	-13.36	
108	231.19	-28.12	31.87	23.64	-5.21	-13.02	
107	223.25	4.75	43.44	5.30	4.31	-3.35	
108	243.69	14.25	50.06	-4.58	7.25	0.78	
109	268.94	6.25	46.31	-2.31	6.81	-2.13	
110	288.00	-23.69	42.44	8.80	10.96	-4.76	
111	298.44	-45.19	53.06	19.78	8.62	-6.32	
108	305.75	-54.88	67.56	28.09	2.62	-11.94	
109	286.75	-52.38	29.12	34.17	-3.61	-15.71	
109	246.94	-18.06	3.13	26.33	-2.71	-12.05	
108	230.38	16.31	14.56	7.64	1.84	-6.66	
107	228.25	29.56	28.06	-6.21	1.01	-0.96	
110	231.81	23.37	30.94	-5.99	-0.99	0.79	
107	230.69	-14.06	40.00	8.10	-1.00	-4.83	
108	207.81	-65.31	94.06	29.21	9.58	-7.62	
107	192.25	-57.50	168.88	40.34	18.66	-9.76	
110	218.00	-62.13	118.37	33.80	20.56	-1.98	
111	263.94	-27.25	61.50	22.30	14.59	6.10	
111	288.75	-1.06	39.00	15.78	-3.10	-2.64	
108	278.13	-4.75	37.81	15.88	-9.03	-7.08	
109	229.75	-29.87	46.06	16.70	17.65	-12.03	
110	219.19	-34.56	42.44	10.14	25.45	-16.36	
109	226.44	-23.62	47.75	2.78	9.87	-11.30	
110	253.94	-28.31	48.56	4.48	8.27	-9.19	
107	278.44	-48.88	30.56	12.16	2.26	-5.54	
108	310.81	-71.87	62.56	22.91	-5.26	-1.33	
109	326.13	-74.31	85.56	26.72	-6.12	-1.11	
108	323.56	-84.69	-0.25	23.78	-2.91	0.62	
111	312.75	-63.06	-49.19	25.52	-4.08	-0.63	
109	296.25	-16.19	-23.12	24.23	-10.58	-1.22	
108	278.38	27.00	1.75	8.90	-9.95	1.49	
107	263.25	21.00	14.63	-3.46	-1.75	-0.04	
110	263.31	-13.88	12.81	3.21	2.01	-13.13	
109	274.44	-35.44	13.69	15.10	0.38	-22.85	
108	287.25	-37.75	11.44	21.92	-4.10	-22.76	
111	283.44	-16.56	6.31	20.58	-8.08	-19.51	
108	262.81	15.94	23.62	11.21	-6.04	-10.82	
111	232.06	31.25	80.94	1.29	2.71	-0.35	
107	228.19	25.50	119.81	-1.60	5.94	6.74	
110	358.69	9.44	163.25	0.57	-3.97	11.74	
