Orientation Sensor Raw Data Test

Current Temperature: 31 C

Calibration status values: 0=uncalibrated, 3=fully calibrated
time	eul_z	eul_y	eul_x	linA_x	linA_y	linA_z	cal_sys	cal_gyr	cal_acc	cal_mag
1357	0.00	0.00	0.00	0.00	0.00	0.00	
134	0.00	0.00	0.00	0.00	0.00	0.00	
108	0.00	0.00	0.00	0.00	0.00	0.00	
107	0.00	0.00	0.00	0.00	0.00	0.00	
108	0.00	0.00	0.00	0.00	0.00	0.00	
109	329.56	36.13	13.13	-4.38	-1.82	-1.63	
110	308.13	45.31	28.25	-12.04	-2.09	1.33	
111	297.69	38.31	34.56	-14.70	2.02	5.52	
110	302.75	36.44	51.38	-16.03	1.85	5.91	
109	309.63	34.88	64.19	-14.09	0.34	3.50	
107	313.56	34.19	75.69	-10.12	1.03	1.55	
110	337.44	30.94	81.31	-9.03	1.41	0.90	
109	3.13	30.25	98.94	-8.49	2.14	-2.43	
110	20.19	34.00	107.12	-8.71	1.58	-4.18	
109	23.56	35.50	110.50	-8.00	1.34	-4.25	
108	23.87	40.38	109.25	-7.53	0.32	-4.09	
107	24.75	42.88	109.56	-7.58	-0.99	-4.20	
108	42.88	-4.56	131.00	-3.71	-0.72	-2.35	
111	41.75	-3.81	130.88	0.06	-0.09	-0.62	
109	42.69	-1.44	128.38	0.03	0.15	-0.58	
110	42.56	1.56	125.06	0.26	0.10	-0.40	
107	41.00	5.19	121.12	0.38	-0.05	-0.33	
108	37.94	8.69	116.31	0.51	-0.13	-0.02	
