Orientation Sensor Raw Data Test

Current Temperature: 31 C

Calibration status values: 0=uncalibrated, 3=fully calibrated
time	eul_z	eul_y	eul_x	linA_x	linA_y	linA_z	cal_sys	cal_gyr	cal_acc	cal_mag
1161	0.00	0.00	0.00	0.00	0.00	0.00	
135	0.00	0.00	0.00	0.00	0.00	0.00	
107	0.00	0.00	0.00	0.00	0.00	0.00	
108	0.00	0.00	0.00	0.00	0.00	0.00	
107	0.00	0.00	0.00	0.00	0.00	0.00	
110	295.50	-42.56	160.50	12.30	14.65	-9.44	
109	176.13	0.00	-86.19	-5.70	3.49	-29.37	
110	63.25	55.00	-119.06	-39.89	-0.19	-37.07	
109	327.50	40.13	161.44	-33.06	20.55	-22.02	
110	282.00	23.81	160.50	-16.45	16.72	-6.09	
109	260.50	9.38	166.69	-9.54	11.74	-3.94	
109	258.00	-30.87	155.00	-0.57	17.40	-0.76	
110	199.50	-58.69	-95.75	18.47	29.57	-17.96	
109	93.56	19.75	-55.56	-6.97	25.41	-41.85	
110	37.81	36.88	-142.00	-26.52	21.95	-33.60	
109	293.06	-3.94	162.88	-4.08	27.69	-18.17	
108	7.56	-27.81	129.06	6.72	26.22	-8.93	
111	291.63	-57.69	107.56	13.69	32.04	-5.92	
111	187.19	-82.25	-58.69	17.73	38.62	-23.42	
110	116.94	-14.13	-101.81	2.29	30.13	-38.59	
107	301.69	3.19	177.81	-17.14	28.32	-20.39	
108	51.13	-17.31	128.63	-13.18	32.73	-6.11	
107	357.56	-22.25	121.31	1.98	39.58	-1.86	
110	215.81	-54.81	160.13	25.30	43.55	-14.85	
109	145.63	11.56	-88.81	3.67	34.17	-26.66	
112	8.00	-30.81	-146.44	-19.03	24.82	-7.27	
109	356.56	-71.37	128.25	-3.01	25.24	-0.61	
109	47.13	-19.62	107.62	-0.84	30.37	-6.62	
110	23.31	0.06	111.87	0.08	39.17	-8.16	
109	198.31	-52.38	152.94	8.99	44.28	-21.13	
110	91.94	-33.13	-110.69	19.67	35.69	-35.10	
107	278.75	11.81	-153.63	10.28	28.20	-24.72	
110	9.44	-44.81	128.31	1.76	26.98	-4.13	
107	353.06	-35.19	64.31	3.64	28.68	-2.02	
110	332.88	-23.31	76.00	13.38	30.14	-10.31	
111	245.06	-57.25	110.31	27.49	36.35	-24.50	
109	141.69	-30.94	-97.94	10.14	25.72	-37.66	
108	218.75	-31.75	-142.19	-1.85	19.41	-31.20	
107	14.19	-60.56	129.25	8.18	26.90	-16.19	
108	57.81	-53.06	60.44	10.46	16.84	-5.91	
109	32.44	-31.50	33.38	9.56	14.92	-9.61	
110	340.75	-9.38	71.94	15.51	34.27	-25.84	
109	267.94	-30.44	142.31	18.33	38.98	-33.68	
110	215.69	-69.37	-134.06	6.84	25.13	-28.75	
109	288.81	-73.56	-147.63	0.47	17.97	-11.75	
111	3.38	-71.12	135.50	2.33	13.03	5.98	
110	18.00	-69.12	63.31	6.42	8.61	13.69	
109	301.31	-34.00	22.44	-5.00	24.19	4.66	
108	256.69	-14.81	64.31	-21.69	45.04	-19.93	
107	352.38	52.44	138.06	-12.98	40.33	-24.68	
110	49.88	38.94	-69.87	-0.50	20.72	-6.96	
107	46.94	50.25	-64.12	0.75	10.30	2.55	
110	29.75	62.69	70.75	-4.08	21.71	-20.08	
111	294.19	-24.75	61.25	-18.45	33.26	-41.69	
109	326.81	-28.56	29.69	-26.99	22.61	-23.27	
108	19.31	-11.75	27.69	-13.34	14.15	-2.37	
109	34.19	21.69	26.44	-0.99	21.26	-4.45	
108	46.31	38.88	87.94	10.71	31.96	-23.75	
107	22.37	8.88	121.44	22.23	30.70	-35.74	
110	351.44	-30.69	129.19	7.81	20.66	-23.02	
107	351.69	-59.13	108.69	-6.77	14.29	-5.96	
108	346.13	-36.69	42.94	-1.12	6.94	-4.14	
107	350.75	-3.75	46.44	4.96	1.74	-17.36	
110	9.38	9.31	39.63	6.33	1.82	-18.23	
111	35.88	6.63	29.12	6.74	4.13	-13.43	
109	43.25	-8.88	18.06	6.97	2.97	-11.58	
108	299.50	-15.31	15.56	9.56	1.60	-8.06	
107	300.75	-13.56	10.31	11.67	-0.12	-7.70	
108	310.94	75.25	67.62	5.71	-0.54	-4.66	
107	318.31	76.12	63.25	0.89	-0.95	-0.73	
110	320.25	72.81	85.75	1.14	-0.65	0.99	
109	330.69	72.81	93.00	-2.84	-0.03	0.04	
108	344.88	78.50	117.19	-3.24	0.15	-1.55	
107	351.69	77.62	154.44	5.61	-0.02	-0.14	
108	353.19	75.06	150.06	5.74	-0.50	0.10	
111	357.31	77.31	144.50	1.63	-0.31	-0.58	
111	358.81	77.56	124.87	2.00	-0.02	-0.18	
110	2.25	75.75	110.19	-0.47	0.36	-0.26	
107	13.31	75.75	120.87	-2.23	0.87	-0.76	
108	21.31	73.06	148.69	-2.42	0.38	-1.66	
109	24.56	61.19	169.69	-1.45	-0.23	-0.93	
108	20.87	51.88	167.75	-0.76	0.47	-0.07	
107	20.06	53.31	164.25	2.33	0.66	-0.37	
110	20.25	59.56	147.44	2.02	0.81	1.46	
107	37.88	65.19	147.44	-3.29	0.73	1.88	
108	50.13	61.88	170.50	-2.55	-0.73	-1.47	
107	32.50	46.19	166.13	-0.17	-1.47	-2.46	
110	63.13	34.75	161.63	0.14	-1.25	-0.81	
111	68.56	32.56	163.63	1.67	-0.89	-0.59	
109	71.25	35.06	167.50	2.67	0.09	-0.98	
108	76.06	38.06	175.88	2.61	0.55	-0.66	
107	80.25	40.38	177.81	2.67	0.37	0.32	
108	94.44	43.75	170.19	1.43	1.19	0.95	
107	93.37	59.56	166.69	-0.75	1.46	-0.37	
110	119.94	67.75	-174.50	-1.77	-0.56	-3.04	
109	116.81	44.25	174.81	-0.53	-0.68	-0.98	
108	121.00	26.62	172.00	1.82	-0.13	1.32	
