Orientation Sensor Raw Data Test

Current Temperature: 30 C

Calibration status values: 0=uncalibrated, 3=fully calibrated
time	eul_z	eul_y	eul_x	linA_x	linA_y	linA_z	cal_sys	cal_gyr	cal_acc	cal_mag
1161	0.00	0.00	0.00	0.00	0.00	0.00	
135	0.00	0.00	0.00	0.00	0.00	0.00	
109	0.00	0.00	0.00	0.00	0.00	0.00	
108	0.00	0.00	0.00	0.00	0.00	0.00	
107	0.00	0.00	0.00	0.00	0.00	0.00	
110	336.63	-29.06	8.88	6.14	4.05	-9.89	
109	309.38	-31.62	8.75	20.49	15.16	-19.69	
110	266.81	-16.06	-21.31	23.17	13.47	-14.88	
109	238.38	18.81	-38.56	6.68	1.60	-5.42	
108	225.88	44.56	-45.88	-6.59	-1.51	-1.08	
109	212.06	61.25	-46.25	-13.42	-2.97	-0.10	
111	186.88	81.69	-10.06	-22.52	-4.04	5.01	
108	187.25	81.87	-61.19	-27.22	-7.00	6.96	
109	187.75	63.00	-62.94	-19.86	-16.61	4.73	
110	183.88	55.38	-47.75	-10.23	-23.42	2.95	
109	187.00	54.75	-23.56	-9.16	-20.01	-0.08	
108	199.63	60.31	3.31	-7.85	-7.61	-2.75	
109	201.38	64.00	56.13	-5.81	4.17	-3.35	
110	195.00	52.00	100.37	-8.59	10.19	0.69	
111	187.31	37.19	128.38	-12.15	12.05	8.77	
107	293.44	16.81	145.63	-12.98	11.50	16.03	
110	303.25	1.19	160.69	-12.05	10.62	19.06	
109	307.13	-3.50	171.75	-11.89	7.98	20.15	
108	310.69	3.50	-179.00	-10.34	4.59	20.79	
109	10.56	20.19	-168.31	-11.39	2.70	19.26	
110	48.88	45.44	-167.31	-16.04	3.67	15.55	
107	30.81	70.94	-173.13	-18.98	5.42	12.38	
108	31.75	74.69	-72.06	-18.81	6.19	8.27	
111	40.88	43.50	-65.06	-13.80	3.13	2.19	
109	61.88	6.44	-75.06	-4.67	-2.83	-1.59	
110	73.87	-15.13	-80.37	4.43	-6.65	-3.14	
107	98.94	-34.63	-92.19	12.21	-7.40	-2.92	
108	131.13	-55.44	-111.56	20.76	-9.67	-0.98	
109	151.75	-67.69	-148.38	26.30	-11.36	-1.52	
110	173.00	-68.06	177.13	28.32	-8.60	-5.31	
109	196.31	-79.06	170.38	28.98	-8.53	-5.58	
110	191.69	-68.37	-76.19	25.68	-12.42	-0.59	
109	169.44	-40.25	-69.62	17.68	-13.91	2.15	
108	130.44	-15.63	-68.12	9.11	-12.23	0.41	
111	92.81	0.37	-60.31	1.38	-9.19	-2.69	
109	77.12	-0.56	-47.88	-2.08	-5.03	-6.31	
110	80.37	-16.37	-37.56	1.01	-0.64	-9.57	
107	91.31	-44.06	-14.44	8.30	8.02	-12.46	
108	98.06	-67.31	20.00	15.84	16.85	-13.95	
109	120.69	-72.87	70.56	19.97	18.21	-10.60	
110	161.94	-64.00	75.81	19.44	16.52	-5.98	
111	202.75	-55.94	60.81	17.17	15.49	-4.38	
109	243.75	-56.69	29.44	15.55	12.77	0.15	
110	277.19	-79.56	-60.94	10.52	5.25	8.77	
107	341.88	-26.06	-151.13	0.53	1.66	18.52	
110	352.56	-23.37	-162.63	-6.47	4.40	25.58	
109	317.31	-33.06	-178.50	1.07	7.49	27.54	
110	248.06	-29.69	-177.44	13.46	8.92	20.92	
107	170.56	-48.25	-171.19	17.65	8.01	6.93	
108	155.50	-75.00	170.69	17.82	7.02	-4.43	
109	143.88	-88.69	179.19	20.90	5.69	-12.05	
111	132.38	-71.56	-43.19	22.02	2.62	-16.50	
110	125.12	-49.63	-68.31	16.54	-0.98	-11.46	
107	101.56	-17.87	-91.31	7.70	-5.70	-2.34	
108	62.88	20.50	-100.25	-1.37	-9.56	2.73	
107	50.25	43.38	-113.75	-8.70	-8.68	7.94	
108	61.50	43.56	-132.81	-14.34	-5.86	12.96	
107	75.94	34.81	-146.75	-22.17	-4.18	16.65	
110	94.50	29.62	-142.38	-27.56	-5.65	18.46	
109	74.00	36.44	-129.88	-23.69	-5.22	17.70	
108	49.81	35.25	-109.75	-15.09	-4.82	15.88	
109	40.63	16.37	-97.75	-6.18	-7.28	12.97	
111	58.00	-21.87	-95.06	4.53	-4.69	8.24	
110	91.44	-60.94	-86.94	16.16	2.70	-2.49	
109	114.19	-70.31	-14.44	16.20	7.47	-12.65	
108	123.19	-67.87	26.56	10.20	10.76	-17.91	
107	140.50	-63.75	52.75	9.61	15.60	-19.85	
108	170.31	-52.94	62.50	14.21	20.05	-15.82	
109	203.38	-43.50	46.69	16.69	19.12	-9.52	
110	225.31	-37.81	26.25	15.52	13.88	-4.85	
111	244.44	-28.12	4.44	12.88	8.18	-8.61	
109	279.75	-16.37	-21.06	10.55	1.57	-12.95	
108	327.94	-9.50	-46.88	14.63	-4.05	-13.69	
109	4.31	-12.00	-75.81	19.25	-10.55	-13.14	
110	1.25	3.56	-92.00	15.09	-17.84	-3.43	
109	338.69	30.87	-64.00	5.85	-16.18	1.89	
108	330.69	41.63	-25.94	0.28	-6.85	-4.50	
107	310.31	36.13	2.00	-2.74	0.06	-16.57	
108	296.44	26.50	9.56	-4.57	2.54	-28.20	
111	278.13	29.37	-5.19	-4.29	-0.05	-26.99	
110	262.13	43.88	-16.87	-5.88	-3.17	-17.13	
111	239.63	58.31	-21.50	-5.91	-2.62	-8.72	
107	230.13	78.06	-132.06	-1.99	-1.27	1.60	
108	198.31	-15.69	-153.13	10.58	-3.49	10.63	
109	160.75	-70.19	-33.44	24.29	-6.19	0.17	
108	133.13	-32.56	-5.00	18.57	-4.98	-23.92	
109	106.62	-44.25	-44.81	6.47	-2.81	-31.46	
110	71.81	-27.94	-115.25	0.87	-1.38	-16.69	
107	191.19	4.56	-170.75	0.66	3.71	1.08	
108	186.19	-17.06	146.25	11.57	5.95	7.32	
